path,size_bytes,sha256,release
docs/data/question_sufficiency/question_registry.csv,3521,94d6e4d2be6a42d7a81f021e0948f3d687a1aca78c21d852ce0e875113f4257b,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_requirement_matrix.csv,13488,1404e12d0e7445d658567d652813307315132dc3d7da7a7ee04bc0b3c036f139,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_scale_summary.csv,2627,606728f6fc32a4eb1ae19f9a5f03c5d042f6e057304621e3e92dd7f2fc3c7fe4,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_sufficiency_1000km2.csv,301972,4b127b5fbfa619d5e222fab94ffd8ec9045e3803c5f6af44a1bbd9f21a7e44c8,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_sufficiency_1000km2.geojson,1718086,e4b9c63099b6b98a7a126f445fbcfbf0dbd7c31c6203d0b72e447dcf84862d12,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_sufficiency_100km2.csv,2431123,4d72e28ff4f3feba3306ffbe4286b4b759752792f4d6053d73761d25a3b82c16,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_sufficiency_100km2.geojson,9726053,5f578a20276893a7c67e824ae21933adae7fe7d0b231fcd21a6f7ffda7d5f3e6,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_sufficiency_150km2.csv,1659863,89941eb328b263bd0c72c3aace151a15c8428b056a82e2ed2dda38cad2e18175,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_sufficiency_150km2.geojson,6779224,559ce16b6dece69bdd4b364626399a5f7d54a519feba162a56da7bd86f31f065,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_sufficiency_250km2.csv,1037554,c96674ea5437961710803ee3a8a2f2b9cdc531687ebc2170cac63c3a00724fd1,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_sufficiency_250km2.geojson,4424944,c24976f75fda8aac681bf4216c5eb3f7353a564cb593609096560739752591de,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_sufficiency_500km2.csv,552385,85467b463dbb5a05db3c057714bf6b419e0f581f45f044a7e6f7f873c08d48b5,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_sufficiency_500km2.geojson,2631066,98e2e5dbc22373b9b81d95d135fa1ca37dec47b3dcab4fc7509f9fa4b8c2488e,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_sufficiency_field_dictionary.csv,65073,329f38243d9635746d190d65bb61ef716af66b854a77c65eab7745e0ea4878be,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/question_sufficiency_registry.json,34560,e533a0747eda5676e4bedd2617b50041cdd49367f2c0016c017504ccce57219a,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/well_question_sufficiency_long.csv,5901147,c547581eb578063bee2596e0e5783a383026bf40112501059b0e0ebe65171d6d,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/question_sufficiency/well_requirement_status_long.csv,38932129,1a5cb1a0167dca9d4a799076668deb3cecc7431203dc615f60255b1d76470126,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/00.json,725447,1a0bfc587de18d1ac1eb351e70ca4f6571dadc0c7d1ffc5fb7312ca115f42f77,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/01.json,730281,90543fc3b5aa03740a3e8cb9d8f43b66988ec181cca5484546b09a84b52bf3e6,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/02.json,731328,191eacd7d6a9d3aca4347aa23dcf6dadb8d261998e2a33fc165a8164420d31a1,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/03.json,768478,2e13e172f79b585086c37914912f8d16432f804ebd51d27d75197a987acd59c5,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/04.json,713073,c05a74bc1e2ee80ff1c29007d51431db0da2280e42e71b6f8c0a225614e78d7a,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/05.json,836292,4859a9855eb43a9f9e5ea20558b4f5f6587331eecaad2a9ff7171440426f37cb,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/06.json,730530,69bc8fb0a0fc63c8f6340a807fb1a2d4f9e64af5fb5b70b9cb9093d264296380,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/07.json,762046,10f1c84113ded140dcd9b461cbdb981e6e5f37256b356f0d43905c3b4dd9f00c,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/08.json,756021,c9cb6570fd76315956345ef310f2d2e1601e9ff1543d09c4c87b81e5608c168a,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/09.json,756578,94b561eae2ff5d62377914662d73fdd50701373e4e032640e61e0f96a6575485,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/10.json,714903,a6ffb54b4b8e93335bef38718f88def279c5f53ac1e44a4decf181e0d04bc904,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/11.json,737183,83dcac2b1d2c747e022e4354d64b49373b29bd388e41ca6243e1151ab8b073bc,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/12.json,746772,98462fa8aaf0345a79d26b9570b41ea9745dcd8fd848fb72bb1eeaadd699e96b,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/13.json,777351,4a59b2060469f353d2cb9531df7396d8e5954fedb3ff5fcea91bfddc464bf4cc,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/14.json,756813,f2227dd21b60babc09caa3f04a04a932e7bfe4dea2513a1cf6ac1b0fa7375859,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/15.json,800606,c173b0f7022683d9beddb70a2a3f28c1cfffa6363c4cf8ff1b0d10dbd726270a,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/16.json,810168,eff091f503d9043fc3f011f30450c3696f63c8529802543f4346abe4376f947a,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/17.json,753006,a047d43e9f3c71a751319960cdc4765b5a499425a7c130fdf3a7fcc4b79f807b,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/18.json,821044,0f81347dbb1c6f32f0caf4d3995f0f3ee314a8b92cb42da6168f32919ede7930,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/19.json,757437,890e023adbbf64a33768f0ea165bf8edad94de60cf8f0c9a9872653a3f5ec43e,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/20.json,744818,bffd3028d0f43aab603d1a910ec792c388ea659053ec7812f652795477a50a56,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/21.json,771795,f684e54b9a4398dbd77b76c915ae52dc0eab424f6b2185a242c5b17b4e5d4a89,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/22.json,751572,202ca7a9bee5970c81d527fe42154ddcbc95a25c2e62cd627cc3402fbf207a55,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/23.json,813984,d1f4d098c3f83f7d26d8467caee7857caded189d54baf9e09a9642759b4f6f26,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/24.json,738116,09fef32587291ae3c923d819f74bec01aa7e897f5b2129e28c1a9073ea532204,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/25.json,722537,c6edb0a800e6265dbc83fea3bd8d512601b54cd6f49d5959248da7a3930e0fe3,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/26.json,763703,962465b3601b8441d1c7e4b85fa7ba5e26376438b7bbd8457e3d801ba0fdf075,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/27.json,730318,6ddf490629b0d64c6e9fba6201d0ecc8be5a5b70e6e9a8fa8d6a4c5a16e5eb1c,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/28.json,711561,02f6db83db49580dfad502109b41f622626ea8096f3146905c619e9af9ce48fb,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/29.json,736944,b3315bdba6724f511c29eaad27409d21fad7aa47840aeb229e1aee7193180c2e,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/30.json,721035,c928962effa54686ae7684e1cc2b6c4ba895fd3d953ae0dc0f293e514597860d,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/31.json,749791,2fa44a7be3166d7b30527df4cc41885312c85b8d45ff34471e005b5cf75bec0e,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/32.json,798044,4baa5c4510f185eef55214a010a7328bc8c4a1b4766d2647ef1fc78485c031f3,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/33.json,768788,69489a0763cac0ff3d9d493026f20d7497880d78bc69726089367aee23cd78ef,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/34.json,754236,feec7deb175d05ccd1dfb79765b13c28b566d3b06cb60cae920a0d4fa10024dc,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/35.json,772641,d112fed6bb4055b74bd35604e1b2c242854ae69aaafd0a71b28527a36b68f34f,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/36.json,735621,dcb27e84b2a5f79151e1c7aa21995c8423728c28e2180afe300d0b83bff693f6,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/37.json,748914,877f5566034bf4c21131b1fdeac2708c66e1d8e8721f3e1fa56538e1458ae63d,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/38.json,753609,113136f4e65b941b941c8a9f5049c0969ab1c8cb74a5ee772aaa8afd0e212dc9,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/39.json,780134,b6b26bbe2bdd9ebaff342dbecf6088b9f78d5ae12906054322f7291b30e01eb1,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/40.json,708875,2e14bbb33da02267720f570f9ad89109ba938ec0be53737844d8628a310990c3,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/41.json,751067,d09608125deb23d930c66cd60c2619bb058a5955e1643538caa50a43baff3540,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/42.json,723400,76b14ea97d3a25d3f61a7965b84102586cf5b20aa0e0fa846c4ad23fbe4c2986,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/43.json,750763,439201cb5e491f1abc4453ba426a3604e9f138925fd8dd92436bdc81d2d74fde,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/44.json,687415,77c33ab075a664825da50d4f58e568dc8c8a897ea1812ce7a35f808d09accf78,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/45.json,808377,48b1f4499238ebe8dddffa56c7c53edbf7c345441c003159a8c82c420036763f,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/46.json,685162,09806496880a3bb6c27eef576a33203a7f51d92b4c7522a614a66301c41cf222,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/47.json,766657,6c844face1c5f2ffe4d0fe405da1964640eb102d18888da74c281529d7a46726,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/48.json,689120,63af517fb8569c33443e4ea98a4914afda99a075ffb1b733b3cd9924cff87e12,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/49.json,793395,75a4141e0e253626896f415887da08f0c7e91dae494b58f27f93db03d001a1c0,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/50.json,726710,9d28a8c5daf38a955ebd546bbe0f2e71b62145258df07239e766c72564abf43c,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/51.json,751240,fb57110ddcb8ec902a68c124d1bb65b2e97366a8fdea9cabdd141d77e2998fa5,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/52.json,759567,af615c5c10d32d455ec90f4cc40f31433c7b849c043fbb53c2ec6c5c31c913e0,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/53.json,778900,4c692cc917bcdb2fd2e38a5a276e82a6d2d53962eb55a0c5b0192b9919e8297e,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/54.json,719406,a2b23e17e362de2d043da8b062cb4a8080330affcb695b3b6e80359a643edc80,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/55.json,776548,3902bd007c52ff6ecd27abe77bfbcbff0d384eb922ed9c2f42a50955934dc9a6,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/56.json,699406,40e117b45f24fdf10777cdbd5dcb970eaffd51eb02784483ee8fe50de1e37d18,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/57.json,830048,56dd2cc4e27181b8c97b798a0e3e55eb186de2f757455704e787c541c8b35e9a,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/58.json,714749,0c454406f2315da5dc4bd1493c7554ad8a087496f5e0b3542f082f07124e1830,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/59.json,789069,a47cf05349afcc42d5e60077d106db92a124d2dc05b652ef751e2c3743a057be,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/60.json,723346,8363dfc021a711a2811ff4fc9855276a447e5f4faf96b7303d2cace3624d6f86,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/61.json,760886,7c8c593b6c713e2b0a2a7727ff6115cd29d2afd496e2d04ba4e4a78f84eb2fed,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/62.json,676441,9636ee0a56069027973f316180603e2b7f617c7ef47372159c3e21772ab5e955,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/63.json,760194,44f00b647d1868cd992fed125600ccf4007c1c670a7dc9b843eb5195b089f78c,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
docs/data/well_details_shards/manifest.json,1382,08dca0dcac827da8c27ab194848fbcaeed8014d12ab2505c0cfcf33e9a8c03e3,PIH_MS_V2.4_SUFICIENCIA_POR_PERGUNTA
